cliente_id,idade,uf,escolaridade,estado_civil,profissao,segmento,renda_mensal,score_credito,tempo_relacionamento_meses,qtd_produtos,agencia_id,gerente_id,canal_preferencial,produto_principal,media_qtd_pix_6m,media_valor_pix_6m,valor_total_pix_6m,qtd_transacoes_cartao_6m,valor_cartao_6m,qtd_login_app_30d,qtd_tentativas_login_falha_30d,qtd_contestacoes_12m,dias_desde_ultima_fraude,tipo_fraude,valor_fraude,qtd_protocolos_atendimento_90d,tempo_resolucao_dias,teve_estorno,percentual_estornado,reclamacao_bacen,reclamacao_consumidor_gov,vulnerabilidade_digital_score,advogado_id,prob_judicializacao_teorica,judicializou
29287,33,CE,Pos-graduacao,Solteiro,CLT,Varejo,3604.98,785,80,1,526,1476,App,Conta corrente,35,188.04,38351.51,58,3657.07,33,3,0,184,Pix falso,4188.4,0,35,1,0.872,0,0,41.9,0,0.1044,0
29288,56,PR,Superior,Casado,Estudante,Varejo,4037.84,761,42,5,154,2539,WhatsApp,Conta corrente,21,422.78,50128.99,50,2133.07,20,1,1,53,Engenharia social,3178.9,1,8,1,0.765,0,0,19.2,0,0.0222,0
29289,35,SP,Fundamental,Solteiro,Autonomo,Aposentado,1893.63,764,37,1,276,2218,Internet Banking,Conta salario,19,211.65,23726.51,47,2053.01,22,1,1,493,Golpe do motoboy,1249.66,2,15,1,0.701,0,0,17.7,0,0.0246,0
29290,37,RS,Medio,Divorciado,Aposentado,Alta renda,14487.61,455,86,3,630,3210,Internet Banking,Conta corrente,26,737.79,97071.49,64,33621.7,16,2,0,351,Boleto falso,129.49,1,9,1,0.344,0,0,29.2,0,0.0629,0
29291,38,SP,Fundamental,Viuvo,CLT,Varejo,2301.19,607,85,1,1,2668,Internet Banking,Cartao credito,25,448.62,68671.73,49,2777.3,12,3,0,10,Golpe do motoboy,779.83,1,49,1,0.956,0,0,54.2,0,0.1344,0
29292,32,RJ,Superior,Casado,CLT,Alta renda,12043.32,664,27,3,460,2449,App,Seguro,28,557.01,92480.27,64,6170.8,36,1,0,43,Cartao clonado,2761.23,3,21,0,0.029,0,0,48.2,0,0.2089,1
29293,63,SP,Medio,Divorciado,Empresario,Aposentado,3402.41,740,25,2,573,3328,App,Investimentos,27,418.2,54670.98,47,3579.8,43,3,0,404,Conta invadida,4070.26,0,38,0,0.019,0,0,39.3,0,0.2371,0
29294,55,CE,Pos-graduacao,Solteiro,Aposentado,Varejo,4997.81,668,56,3,622,391,App,Seguro,28,383.78,63759.26,46,5620.81,36,3,0,4,Conta invadida,4023.5,2,20,1,0.767,0,0,53.6,0,0.0633,0
29295,44,RS,Pos-graduacao,Solteiro,Aposentado,Varejo,4906.94,551,47,1,432,579,App,Conta salario,24,256.97,32539.94,52,6354.86,39,2,1,118,Golpe do motoboy,2097.55,3,10,1,0.747,0,0,45.5,0,0.0354,0
29296,57,SP,Superior,Solteiro,Empresario,Alta renda,30616.52,848,39,2,174,3262,Caixa Eletronico,Conta corrente,27,3165.96,451422.92,73,40578.69,27,6,0,450,Boleto falso,2482.0,0,48,0,0.008,1,0,18.4,0,0.4775,0
29297,18,PE,Superior,Solteiro,Autonomo,Alta renda,9040.6,689,100,4,142,25,App,Emprestimo,24,322.5,42200.49,79,7201.05,33,0,0,21,Golpe do motoboy,1310.98,0,2,0,0.004,0,0,51.5,0,0.1167,0
29298,24,RJ,Medio,Casado,Aposentado,Universitario,2721.38,484,8,1,262,87,App,Conta corrente,22,410.14,47665.68,49,9908.52,40,7,0,13,Engenharia social,2566.14,1,7,0,0.094,0,1,22.5,205,0.1685,0
29299,49,SC,Medio,Solteiro,CLT,Universitario,1826.52,688,45,4,26,1768,Internet Banking,Conta corrente,26,400.65,61882.81,43,2443.53,16,0,0,47,Pix falso,2423.02,1,23,0,0.005,1,0,28.0,0,0.2838,0
29300,53,BA,Medio,Viuvo,CLT,Alta renda,17143.19,604,62,4,254,960,App,Investimentos,29,3400.05,579109.62,68,28743.46,42,0,0,188,Conta invadida,16726.45,3,25,0,0.358,0,0,35.7,0,0.3592,0
29301,46,ES,Pos-graduacao,Casado,CLT,Varejo,4698.67,671,87,3,65,2213,App,Cartao credito,27,1118.26,183325.71,51,8589.93,40,0,1,70,Golpe do motoboy,1120.29,0,5,0,0.041,0,0,21.7,74,0.0939,0
29302,18,RJ,Medio,Solteiro,Servidor publico,Aposentado,2741.88,616,59,3,356,872,Internet Banking,Conta corrente,20,181.96,19315.25,53,1552.16,17,4,0,46,Golpe do motoboy,1849.69,2,40,1,0.688,0,0,39.6,0,0.085,0
29303,26,PE,Pos-graduacao,Casado,Desempregado,Varejo,6187.46,450,37,6,757,2581,Internet Banking,Conta corrente,22,871.34,109168.09,36,7446.37,17,1,0,55,Pix falso,1887.94,2,14,1,0.953,0,0,38.9,0,0.0441,0
29304,48,SP,Superior,Solteiro,CLT,Aposentado,4364.73,613,81,1,629,177,App,Cartao credito,22,290.61,31828.22,54,4132.47,48,0,1,45,Boleto falso,1138.55,1,17,0,0.115,0,0,38.1,0,0.109,0
29305,78,ES,Medio,Casado,Autonomo,Alta renda,7894.69,534,27,2,40,333,Internet Banking,Cartao credito,25,121.6,17134.88,70,3191.43,16,1,0,298,Boleto falso,1432.19,1,29,1,0.768,0,0,33.2,0,0.0723,0
29306,60,RJ,Medio,Casado,Aposentado,MEI,3479.19,409,43,2,133,2018,App,Conta corrente,20,227.48,25359.48,49,5732.45,33,1,0,144,Engenharia social,16372.66,3,18,0,0.016,1,0,35.9,0,0.4155,1
29307,66,RS,Fundamental,Divorciado,Aposentado,Aposentado,4308.73,886,90,1,587,610,Telefone,Conta corrente,13,352.93,24839.08,53,3445.13,19,1,0,255,Pix falso,2329.1,2,11,1,0.603,0,0,73.3,0,0.0734,0
29308,47,ES,Fundamental,Solteiro,Servidor publico,Varejo,4489.52,779,89,3,613,2709,Internet Banking,Conta corrente,28,88.06,13252.17,57,3342.25,27,1,0,89,Boleto falso,962.0,3,26,1,0.777,0,0,55.9,0,0.0675,0
29309,47,SP,Medio,Casado,Aposentado,MEI,2982.88,682,65,2,290,2329,App,Cartao credito,23,42.8,5259.11,46,2923.58,32,0,1,391,Cartao clonado,1342.29,0,17,0,0.071,0,0,42.9,0,0.119,0
29310,26,PR,Medio,Casado,CLT,Varejo,2293.17,503,24,3,465,449,App,Conta corrente,17,77.31,7991.33,57,7042.22,32,0,0,27,Cartao clonado,418.33,0,8,1,0.875,0,0,24.5,0,0.0208,0
29311,56,ES,Pos-graduacao,Solteiro,Estudante,Alta renda,9197.17,651,51,1,397,1006,Internet Banking,Conta salario,33,947.95,175520.68,56,11720.05,17,7,0,524,Engenharia social,744.29,1,20,1,0.353,0,0,26.6,0,0.0889,0
29312,41,GO,Medio,Divorciado,CLT,MEI,1973.81,551,48,2,208,683,Internet Banking,Investimentos,28,144.9,21253.31,55,1371.87,16,1,1,91,Pix falso,4742.98,3,24,1,0.899,0,0,48.5,52,0.138,0
29313,52,SP,Fundamental,Casado,Desempregado,Alta renda,11656.27,742,30,6,240,2365,App,Cartao credito,29,392.02,58052.78,72,59266.0,31,9,1,140,Engenharia social,1396.23,4,11,1,0.558,1,1,21.6,0,0.1148,0
29314,42,SP,Fundamental,Solteiro,Autonomo,MEI,1907.09,699,87,3,424,2319,WhatsApp,Conta salario,22,17.73,2247.15,57,6923.83,18,0,0,150,Conta invadida,341.58,1,21,0,0.001,1,0,45.9,96,0.385,0
29315,46,RJ,Medio,Casado,Desempregado,Alta renda,5004.58,617,104,3,209,1594,App,Cartao credito,38,2458.64,511211.7,76,5107.74,36,3,1,108,Engenharia social,506.65,0,7,1,0.785,0,0,43.6,128,0.0666,0
29316,41,SC,Medio,Divorciado,CLT,Aposentado,3520.27,701,38,2,38,1690,App,Cartao credito,24,1719.7,215484.38,53,1884.61,42,3,0,179,Cartao clonado,2633.35,2,15,1,0.58,0,0,29.2,206,0.0551,0
29317,45,BA,Fundamental,Casado,Autonomo,Alta renda,16742.32,583,75,5,685,3102,App,Conta corrente,32,1623.06,267171.88,69,24746.48,40,2,0,191,Golpe do motoboy,1629.89,3,36,1,0.743,1,0,41.4,0,0.2147,0
29318,57,PR,Medio,Casado,CLT,MEI,5261.16,601,57,1,438,906,WhatsApp,Conta salario,21,263.74,27373.32,48,3675.43,16,0,0,141,Engenharia social,1419.43,1,22,1,0.857,0,0,15.2,0,0.0301,0
29319,23,PR,Superior,Casado,Autonomo,MEI,1970.12,754,29,1,499,519,App,Investimentos,19,181.88,17940.28,35,1520.87,35,2,0,147,Pix falso,1212.3,0,10,1,0.434,0,0,6.6,0,0.0211,0
29320,20,SP,Fundamental,Casado,Estudante,Varejo,8260.87,537,68,2,99,646,App,Conta salario,21,416.75,44646.69,36,40054.85,30,0,1,549,Pix falso,319.17,0,8,1,0.981,0,0,41.7,105,0.0584,0
29321,48,MG,Fundamental,Casado,Aposentado,Varejo,4300.6,552,66,2,450,22,App,Conta salario,26,494.52,74480.59,64,3334.81,42,2,0,400,Cartao clonado,2527.63,3,26,0,0.008,0,0,56.3,0,0.2018,1
29322,64,PR,Medio,Casado,Servidor publico,Private,62322.46,471,24,8,120,1487,App,Cartao credito,36,15036.31,2607433.37,73,79695.96,42,3,2,203,Cartao clonado,3824.82,2,16,1,0.57,0,0,54.1,0,0.0922,0
29323,67,RS,Fundamental,Solteiro,CLT,MEI,10282.2,516,76,3,138,3454,App,Conta corrente,17,3408.59,314792.99,58,32261.31,38,1,1,226,Pix falso,2854.23,1,21,0,0.276,0,1,61.8,0,0.3293,1
29324,24,SP,Medio,Solteiro,Desempregado,Aposentado,2323.73,739,29,2,57,1899,App,Conta corrente,19,47.62,5084.7,54,3500.16,41,1,0,168,Golpe do motoboy,1429.31,0,22,1,0.709,0,0,23.7,0,0.035,0
29325,36,RS,Superior,Casado,Servidor publico,Aposentado,3020.97,463,52,1,312,611,Internet Banking,Cartao credito,22,184.11,24129.44,53,2699.45,16,0,0,34,Conta invadida,2554.24,2,20,1,0.705,0,0,32.5,127,0.0684,0
29326,20,GO,Pos-graduacao,Solteiro,Estudante,Varejo,2402.46,623,38,1,193,1632,App,Conta corrente,17,54.9,4966.01,47,3744.9,37,1,0,104,Emprestimo fraudulento,19641.68,5,24,0,0.0,0,0,33.0,0,0.4781,1
29327,34,BA,Fundamental,Casado,Empresario,MEI,5074.26,563,56,3,723,564,Agencia,Cartao credito,19,1303.41,134651.27,56,13492.9,16,3,1,307,Golpe do motoboy,915.99,1,9,1,0.774,0,1,27.2,0,0.0377,0
29328,59,PR,Medio,Casado,CLT,Alta renda,13880.45,569,18,4,219,727,App,Cartao credito,32,1895.58,295088.13,67,12702.31,31,6,0,8,Pix falso,437.77,0,3,1,0.943,0,0,22.4,0,0.0294,0
29329,42,SP,Medio,Casado,Autonomo,Varejo,4632.47,504,32,4,207,3448,App,Conta corrente,28,891.37,147336.64,47,2852.23,42,2,0,307,Golpe do motoboy,1400.56,1,5,1,0.775,0,0,55.0,0,0.0339,0
29330,36,BA,Medio,Divorciado,Estudante,Varejo,4604.44,519,39,3,439,1794,App,Conta corrente,27,67.15,10270.79,31,12833.87,44,0,0,52,Cartao clonado,2166.81,1,20,1,0.474,0,0,25.4,22,0.0594,0
29331,50,RS,Pos-graduacao,Viuvo,Empresario,Alta renda,10988.07,709,116,2,120,2865,Internet Banking,Emprestimo,23,423.8,58579.37,66,18731.97,20,1,0,96,Conta invadida,2081.35,2,15,1,0.697,0,0,40.2,0,0.0533,0
29332,30,MG,Pos-graduacao,Casado,CLT,Alta renda,7857.13,662,56,2,153,3461,Agencia,Financiamento,30,1188.45,202295.67,57,18308.18,18,2,0,213,Cartao clonado,432.0,2,78,1,0.771,0,0,39.0,0,0.3117,1
29333,66,BA,Superior,Solteiro,Aposentado,Alta renda,16107.93,760,16,3,176,77,Agencia,Conta corrente,22,530.1,65518.08,75,1878.39,12,2,0,81,Cartao clonado,1625.52,0,12,1,0.858,0,0,40.8,0,0.0475,0
29334,42,RS,Fundamental,Casado,CLT,Aposentado,6448.16,846,58,2,247,1628,App,Emprestimo,15,128.51,11817.75,43,3850.14,35,2,0,40,Engenharia social,658.62,1,29,1,0.851,0,0,71.5,0,0.0946,1
29335,36,MG,Medio,Casado,Autonomo,MEI,7058.52,558,61,4,475,2192,App,Conta corrente,18,759.26,70106.93,47,4520.07,39,2,0,43,Pix falso,1262.02,1,23,1,0.697,0,0,31.3,0,0.0504,0
29336,51,SP,Superior,Solteiro,CLT,Alta renda,21626.47,690,66,2,209,2980,App,Emprestimo,28,675.24,103436.0,80,74178.71,37,0,1,305,Engenharia social,2183.81,0,7,0,0.056,1,1,16.2,0,0.2531,0
29337,56,MG,Medio,Solteiro,CLT,Private,64985.96,597,49,4,416,352,Caixa Eletronico,Seguro,33,9345.88,1688570.22,74,84624.13,25,3,0,32,Engenharia social,4618.59,1,6,1,0.958,0,0,28.4,27,0.0757,0
29338,66,SP,Superior,Casado,CLT,Varejo,4114.48,639,92,1,115,1812,App,Conta corrente,16,474.27,38399.82,49,2569.88,34,1,0,125,Pix falso,1593.8,5,15,0,0.014,0,0,64.6,56,0.3667,0
29339,39,SP,Superior,Divorciado,Estudante,Alta renda,12408.8,658,26,5,750,1029,Agencia,Emprestimo,30,1499.54,268807.76,54,12792.06,21,0,0,45,Cartao clonado,1580.13,1,33,0,0.026,0,0,62.7,0,0.327,0
29340,58,SP,Medio,Viuvo,Servidor publico,Varejo,6481.03,613,34,1,491,1642,Agencia,Emprestimo,16,944.59,79561.8,46,3221.18,13,4,1,162,Engenharia social,1083.58,4,44,1,0.568,1,1,28.1,0,0.2425,1
29341,44,RJ,Superior,Casado,CLT,Varejo,2241.34,690,38,1,162,2115,Internet Banking,Conta salario,23,500.89,64779.65,49,4703.54,20,2,1,333,Golpe do motoboy,782.58,1,8,0,0.087,1,0,17.8,0,0.1243,0
29342,33,RS,Fundamental,Solteiro,Empresario,Varejo,3170.95,602,80,4,437,2081,App,Seguro,26,244.78,39440.14,50,9532.75,30,1,1,154,Conta invadida,6051.36,3,21,1,0.733,0,0,39.8,0,0.0581,0
29343,30,MG,Medio,Solteiro,Autonomo,Universitario,1634.79,450,50,2,630,2576,App,Conta corrente,23,321.87,39671.11,54,3036.3,38,2,0,42,Pix falso,7415.23,3,11,0,0.006,0,0,36.6,0,0.1491,0
29344,26,SC,Medio,Viuvo,CLT,Aposentado,2026.74,523,88,1,96,1277,Agencia,Cartao credito,16,1336.58,112175.41,58,2728.87,17,1,1,213,Conta invadida,1045.77,5,26,1,0.744,0,0,22.5,0,0.0535,0
29345,31,SC,Superior,Viuvo,CLT,Varejo,2702.64,425,33,1,766,2523,WhatsApp,Conta corrente,23,113.59,13543.42,47,3060.07,21,2,0,138,Engenharia social,3627.24,0,19,0,0.0,1,0,21.2,0,0.2082,0
29346,59,SC,Medio,Divorciado,Estudante,Universitario,2019.25,626,70,4,173,668,Telefone,Conta corrente,26,123.48,19404.61,41,974.85,19,2,0,34,Conta invadida,1100.22,2,48,0,0.284,0,1,16.0,0,0.2858,1
29347,53,MG,Pos-graduacao,Solteiro,Empresario,Varejo,3672.33,646,69,1,187,1302,App,Cartao credito,20,226.26,23631.74,39,4735.88,37,1,0,98,Engenharia social,765.6,2,14,0,0.235,0,0,26.8,0,0.0808,0
29348,23,RS,Medio,Casado,Aposentado,Aposentado,2991.36,549,51,4,12,2037,App,Emprestimo,17,431.29,36056.2,39,4444.85,40,3,1,19,Conta invadida,9788.94,2,30,1,0.717,0,0,24.6,0,0.0745,0
29349,18,DF,Fundamental,Solteiro,Aposentado,Universitario,3104.59,720,84,1,59,3152,App,Conta corrente,23,217.34,26994.41,46,6715.31,36,0,0,79,Engenharia social,2806.06,3,12,1,0.41,0,1,52.7,0,0.0716,0
29350,25,SC,Medio,Divorciado,CLT,MEI,6877.79,647,51,5,182,2916,WhatsApp,Seguro,21,680.2,75362.92,57,6854.04,17,3,0,116,Engenharia social,399.52,1,20,0,0.026,0,0,22.2,0,0.089,0
29351,30,SC,Medio,Solteiro,Autonomo,MEI,2714.8,438,80,2,427,2926,Internet Banking,Conta corrente,26,462.07,65181.4,42,4374.78,16,2,0,236,Cartao clonado,2652.75,1,13,1,0.751,0,0,53.0,0,0.046,0
29352,37,SP,Medio,Casado,Estudante,Alta renda,7791.36,773,83,3,169,2664,App,Investimentos,30,1549.79,232378.54,65,13375.22,47,2,0,136,Boleto falso,630.47,0,5,1,0.764,0,0,13.7,0,0.0221,0
29353,60,MG,Medio,Casado,Empresario,Varejo,3298.17,662,100,3,420,2432,Agencia,Investimentos,24,1262.13,177021.33,53,5092.21,16,0,0,42,Cartao clonado,2815.01,0,22,0,0.019,0,1,11.9,164,0.2232,1
29354,34,RJ,Superior,Casado,Aposentado,Alta renda,17791.87,546,45,2,357,2055,Agencia,Investimentos,23,2203.61,257757.63,65,26805.61,18,2,0,17,Conta invadida,398.52,1,17,1,0.562,0,0,31.0,0,0.0442,0
29355,67,RJ,Superior,Casado,CLT,MEI,3584.03,752,77,1,335,288,App,Conta corrente,10,172.09,9855.46,43,3394.78,31,0,0,49,Conta invadida,872.0,3,24,0,0.006,0,0,50.3,139,0.2493,0
29356,18,MG,Medio,Casado,Aposentado,Aposentado,6659.67,782,64,2,625,505,App,Conta corrente,20,202.69,23141.84,45,11696.26,32,2,0,194,Golpe do motoboy,9564.24,6,26,0,0.018,0,0,30.1,0,0.2546,0
29357,37,PR,Superior,Solteiro,Desempregado,MEI,4808.9,613,39,1,311,670,Telefone,Financiamento,29,3307.86,488707.13,39,4501.68,17,8,0,194,Engenharia social,2800.59,0,26,0,0.247,0,0,49.0,0,0.1839,0
29358,54,PR,Medio,Solteiro,CLT,Varejo,3414.75,422,93,1,255,1558,App,Financiamento,23,341.55,43131.83,48,2651.61,41,1,0,178,Engenharia social,5099.17,1,13,1,0.455,0,0,48.1,0,0.0486,0
29359,55,PE,Superior,Casado,Estudante,Varejo,2781.25,856,76,1,274,188,App,Financiamento,27,135.07,18014.19,48,4251.61,36,1,2,378,Engenharia social,948.46,0,9,1,0.657,0,0,29.0,0,0.024,0
29360,37,RS,Pos-graduacao,Viuvo,Autonomo,Universitario,2100.93,513,89,2,207,1043,App,Cartao credito,25,175.63,22543.08,50,1891.72,36,1,0,86,Boleto falso,1481.07,3,25,1,0.774,0,0,28.8,0,0.0424,0
29361,57,PE,Medio,Viuvo,CLT,Varejo,1664.62,554,36,3,120,1596,Agencia,Emprestimo,17,85.87,8723.28,47,2348.0,23,0,0,82,Engenharia social,1365.28,1,20,1,0.82,0,0,30.7,0,0.0368,0
29362,54,RS,Pos-graduacao,Solteiro,CLT,Varejo,4576.89,544,53,1,117,900,WhatsApp,Financiamento,18,122.28,12689.14,46,4256.99,20,0,0,482,Pix falso,5630.07,4,15,1,0.682,0,1,53.3,0,0.1133,1
29363,32,RJ,Superior,Solteiro,CLT,Universitario,1454.24,755,149,1,454,2483,App,Conta corrente,27,176.99,23499.08,49,839.11,32,5,1,31,Cartao clonado,1488.9,0,11,1,0.474,0,0,19.3,0,0.0224,0
29364,47,RS,Medio,Divorciado,Servidor publico,MEI,3168.95,622,113,1,497,1480,Telefone,Financiamento,14,200.79,14417.49,46,3024.25,17,1,1,311,Pix falso,1177.5,1,19,0,0.001,0,0,39.2,0,0.1432,0
29365,53,SC,Superior,Casado,Aposentado,Alta renda,14317.2,551,174,2,682,1987,Telefone,Cartao credito,35,669.3,118438.47,70,25581.53,13,3,1,467,Pix falso,857.01,2,10,1,0.957,0,0,44.8,0,0.0561,0
29366,33,RS,Medio,Solteiro,Estudante,Alta renda,9434.1,717,61,5,433,103,App,Investimentos,27,461.94,71084.02,73,17586.73,34,5,0,140,Conta invadida,2048.47,2,29,0,0.001,0,0,20.3,0,0.1684,1
29367,67,PE,Medio,Solteiro,Aposentado,Varejo,3643.35,698,57,1,623,3346,WhatsApp,Financiamento,18,290.62,30942.25,42,8907.36,11,1,0,286,Engenharia social,3659.59,1,24,1,0.725,0,0,60.1,0,0.0788,0
29368,29,CE,Medio,Solteiro,Desempregado,Varejo,2583.04,485,97,2,595,3011,App,Conta corrente,18,380.2,38439.42,64,2512.45,39,2,0,82,Cartao clonado,1196.69,1,7,1,0.745,0,0,29.9,0,0.0231,0
29369,44,RJ,Superior,Casado,Estudante,MEI,4746.5,720,79,3,66,2388,Agencia,Cartao credito,28,518.01,85872.33,64,3263.12,25,0,0,420,Pix falso,784.54,0,15,0,0.276,0,1,27.3,0,0.1589,0
29370,23,SP,Pos-graduacao,Casado,Aposentado,Alta renda,6190.91,661,74,1,750,1481,Telefone,Conta corrente,31,190.39,29548.37,66,12371.46,26,3,0,148,Golpe do motoboy,12470.47,3,17,1,0.667,0,0,43.3,151,0.1712,0
29371,44,RS,Medio,Casado,Autonomo,Alta renda,7951.68,879,50,3,108,2657,App,Conta corrente,27,173.78,25685.79,62,4778.48,37,0,0,9,Cartao clonado,67.49,1,22,1,0.898,0,0,39.1,0,0.0588,0
29372,26,SP,Pos-graduacao,Solteiro,Aposentado,MEI,2812.83,579,112,4,276,1654,App,Conta corrente,14,183.02,12422.73,67,3159.84,45,1,0,35,Pix falso,572.65,2,8,1,0.924,0,0,33.4,0,0.0303,0
29373,38,CE,Fundamental,Solteiro,CLT,Aposentado,4827.15,662,23,1,635,3300,Agencia,Cartao credito,28,228.84,36012.84,50,17375.19,25,5,0,477,Golpe do motoboy,1066.32,3,28,1,0.9,0,0,37.1,115,0.088,0
29374,18,BA,Fundamental,Solteiro,Servidor publico,Varejo,3677.12,653,70,3,262,1837,Agencia,Conta corrente,21,459.29,59468.11,46,3661.89,16,1,0,216,Pix falso,2846.1,1,14,1,0.896,0,0,29.7,0,0.0397,0
29375,54,SC,Medio,Solteiro,CLT,Aposentado,4849.0,538,21,4,604,2559,App,Conta corrente,26,711.22,95449.38,54,5611.67,38,0,0,142,Pix falso,1720.13,1,16,1,0.851,0,0,32.6,25,0.0704,0
29376,47,GO,Medio,Solteiro,Autonomo,Varejo,2687.02,837,47,1,533,1680,App,Conta salario,14,325.28,22941.93,64,7780.67,42,1,0,127,Cartao clonado,6579.49,2,45,1,0.863,1,1,37.1,0,0.3515,0
29377,58,CE,Medio,Solteiro,Desempregado,Aposentado,3858.87,683,105,4,477,3426,App,Investimentos,22,685.61,78405.63,53,2895.2,30,11,0,30,Pix falso,861.97,2,13,1,0.964,0,0,36.1,0,0.0383,0
29378,37,GO,Fundamental,Solteiro,CLT,Varejo,2533.7,670,88,2,439,1681,Telefone,Conta corrente,26,315.08,39846.77,42,6556.04,20,0,1,389,Engenharia social,2949.33,0,8,1,0.633,0,0,60.8,0,0.0453,0
29379,59,SC,Fundamental,Casado,CLT,Varejo,3388.06,589,114,2,663,898,App,Cartao credito,16,1727.04,135734.81,59,10480.23,46,0,0,127,Pix falso,474.38,1,9,0,0.005,0,0,49.7,0,0.1201,0
29380,43,RJ,Superior,Solteiro,Aposentado,Varejo,4360.17,493,142,3,605,2249,App,Conta corrente,25,494.23,63014.82,41,8128.13,42,2,0,350,Boleto falso,4956.64,0,24,1,0.807,0,0,38.6,0,0.0591,0
29381,44,SP,Medio,Solteiro,Autonomo,Private,36511.14,950,81,3,497,1655,App,Conta salario,36,2042.79,377900.41,81,35746.48,36,1,1,105,Pix falso,4920.51,0,15,0,0.0,0,1,48.2,0,0.3794,1
29382,74,SP,Medio,Casado,CLT,Aposentado,1466.16,633,103,4,609,1802,App,Conta corrente,25,129.27,19819.84,32,1846.37,33,1,2,341,Pix falso,10924.48,5,26,0,0.038,0,1,81.9,0,0.6592,0
29383,35,BA,Fundamental,Casado,Estudante,Varejo,3731.06,630,35,1,203,3420,App,Cartao credito,17,119.07,11390.45,33,911.88,44,0,4,91,Boleto falso,773.43,2,21,1,0.788,1,0,60.6,0,0.1326,0
29384,60,SP,Pos-graduacao,Casado,CLT,Varejo,5502.55,545,54,2,703,2549,Internet Banking,Conta corrente,20,449.15,43849.86,53,3962.27,19,0,0,20,Conta invadida,7337.17,7,35,0,0.004,0,0,38.3,0,0.3218,1
29385,49,SP,Medio,Solteiro,Estudante,Alta renda,8911.81,550,55,5,639,24,App,Emprestimo,21,1417.04,165555.72,70,6004.05,37,1,0,267,Engenharia social,1511.72,0,26,1,0.825,0,0,44.2,0,0.0792,0
29386,33,PR,Pos-graduacao,Divorciado,Empresario,Alta renda,13985.83,579,74,2,583,2948,Agencia,Conta corrente,28,292.25,50561.11,69,7535.68,25,2,1,23,Golpe do motoboy,2797.35,0,4,1,0.314,0,0,29.3,182,0.103,0
29387,22,SP,Medio,Solteiro,Autonomo,Varejo,2597.54,578,28,1,419,1264,App,Conta corrente,19,565.57,58932.24,49,2289.76,36,0,0,38,Engenharia social,7309.83,2,14,1,0.52,0,0,34.1,0,0.0449,0
29388,27,ES,Medio,Casado,CLT,Alta renda,12141.71,736,54,3,541,1664,Agencia,Conta corrente,26,616.94,97931.63,55,17804.88,11,3,0,200,Cartao clonado,6917.47,4,17,1,0.774,0,1,23.6,249,0.1461,0
29389,59,BA,Medio,Casado,CLT,Aposentado,3615.0,711,47,2,428,945,App,Conta corrente,21,224.77,23742.43,46,4035.11,39,1,0,27,Conta invadida,2620.17,1,35,1,0.896,0,0,29.9,0,0.0642,0
29390,68,PR,Fundamental,Casado,Aposentado,Varejo,5288.51,770,52,4,220,562,Caixa Eletronico,Financiamento,16,284.0,26783.04,47,8132.94,9,2,0,484,Pix falso,2139.78,5,19,1,0.723,1,0,60.8,0,0.2155,0
29391,43,CE,Medio,Solteiro,CLT,MEI,3912.69,671,38,1,718,3400,App,Conta corrente,27,127.52,21073.81,42,6925.32,35,1,0,333,Pix falso,1730.13,1,8,1,0.191,0,1,27.6,92,0.1481,0
29392,44,MG,Medio,Casado,Empresario,Varejo,3354.7,632,48,1,415,890,App,Conta corrente,28,284.93,41121.59,52,4360.22,35,2,1,55,Cartao clonado,2264.88,0,11,1,0.854,0,0,37.8,0,0.0323,0
29393,54,CE,Medio,Divorciado,CLT,Aposentado,2354.92,458,129,1,667,2019,App,Conta corrente,26,300.25,47194.19,41,3630.1,41,1,0,61,Engenharia social,1404.92,1,34,1,0.888,0,0,33.0,135,0.1014,0
29394,43,BA,Superior,Casado,CLT,Varejo,1892.97,603,69,2,397,1512,Internet Banking,Conta corrente,17,42.81,3930.55,49,761.55,20,0,0,149,Boleto falso,2777.99,3,9,1,0.924,0,0,52.4,0,0.0401,0
29395,58,SP,Medio,Casado,Autonomo,Varejo,1997.64,667,147,3,252,3408,Agencia,Conta salario,16,811.43,75713.51,55,446.65,20,3,1,69,Conta invadida,4477.49,1,12,1,0.853,0,0,27.8,45,0.0541,0
29396,46,BA,Superior,Solteiro,Aposentado,Alta renda,22763.64,746,111,4,50,2355,Internet Banking,Conta corrente,32,904.44,139176.95,57,20670.83,27,1,0,81,Pix falso,1495.98,2,11,0,0.007,0,0,22.8,0,0.1197,0
29397,44,BA,Pos-graduacao,Casado,CLT,Varejo,2759.47,410,37,1,446,621,Internet Banking,Conta salario,25,180.48,22607.88,48,3880.15,22,0,2,155,Cartao clonado,1049.67,0,12,1,0.959,0,0,47.8,0,0.0371,0
29398,32,SP,Medio,Casado,CLT,Varejo,5478.63,480,91,3,137,304,Agencia,Conta corrente,17,296.29,25917.86,58,7760.81,17,1,1,107,Emprestimo fraudulento,5870.41,4,17,1,0.824,0,0,46.5,0,0.082,0
29399,28,MG,Medio,Solteiro,CLT,Varejo,3803.65,432,83,1,573,2710,App,Conta corrente,14,22.44,1547.81,49,2451.07,46,1,0,50,Pix falso,5732.54,3,17,0,0.0,0,0,42.6,0,0.1788,0
